100020508229,戴尔（DELL）,戴尔Vostro 3710-R14NBN,3799.99,20000.0,是,6.03kg,中国大陆,16GB,一级能效,支持IPv6,Windows 11,10L以下,intel i5,240GB/256GB SSD+1TB HDD,无显示器,集成显卡,单主机,戴尔-成就系列,商用,
69323521941,戴尔,DELL/戴尔 3020 二手电脑台式机 小主机  四核电脑 i3 i5 i7主机 办公家用学习主机 配置4：i5-2400s/8G/256G固/9成新,888.00,2000,否,冰蓝优品二手电脑专营店,6.0kg,8GB,9成新,256GB SSD,其他,intel i5,无显示器,商用电脑,,,,,,
100043170991,acer,acer崭DKZHAN,8699.00,1.0,是,14.8kg,中国大陆,32GB,宏碁-暗影骑士,单主机,Windows 10,30L及以上,intel i9,1TB SSD+2TB HDD,RTX 3060Ti,无显示器,支持IPv6,游戏电竞,,
57800152225,华硕（ASUS）,华硕（ASUS） 12700F/RTX3060\/RTX3070Ti电竞光追台式电脑主机DIY组装机 标准版,6599.00,500,否,超信达DIY电脑旗舰店,10.0kg,RTX 3060,高端游戏,固态硬盘,intel i7,,,,,,,,,
10058592166008,攀升（IPASON）,攀升（IPASON）商逸,2699.00,500,是,7.3kg,无显示器,攀升-商逸系列,支持IPv6,上门服务，三年质保,20L-30L,intel i5,16GB,512GB SSD,单主机,其他,Windows 10,拆机保修,商用,
100032879251,联想（lenovo）,联想联想台式机,4699.00,45.0,是,7.0kg,中国大陆,16GB,无,单主机,Windows 10,10-20L,intel i5,240GB/256GB SSD+1TB HDD,其他,无显示器,不支持IPv6,商用,,
10042183389212,Dongtintech,DongtintechDT-610L-JH410MA,9974.00,100,否,东田工控旗舰店,17.0kg,中国大陆,DT-610L-JH410MA,16GB,4U机架式,其他,工控机,其他,Non-ECC,其他,1TB-2TB,其他,非冗余,其他
46097845562,铭速（MINGSU）,铭速（MINGSU）i3-i7十核十二核v2 v3多套餐游戏电脑主机,788.00,500,否,铭速二手电脑专营店,1.2kg,中国大陆,2650V4图形设计直播电脑主机,16GB,99成新,电脑主机,GTX 1060,intel i5,无显示器,512GB SSD,,,,
100015544003,飞利浦（PHILIPS）,飞利浦A242S9Q,1899.90,10000.0,是,7.595kg,中国大陆,8GB,飞利浦-S系列,22-24.5英寸,支持IPv6,上门服务，三年质保,Windows 10,集成显卡,intel 奔腾 赛扬,60Hz,240-256GB SSD,HDMI,全面屏,16：9
10046247777843,华橙,华橙i7,1569.00,10000.0,否,华橙电脑旗舰店,8.0kg,中国大陆,CZT072,intel i7,家用办公,固态硬盘,RX580,逆战，仙剑情缘，天龙八部，仙剑七，吃鸡游戏，英雄联盟，魔兽世界，CS，GO，DOTA2，穿越火线，全面战争，求生之路2，堡垒之夜，剑网3，梦幻西游2，梦三国，合金装备5,,,,,,
100039834445,清华同方（THTF）,清华同方精锐M825,3699.00,5000,是,6.5kg,中国大陆,23-25英寸,清华同方-精锐,支持IPv6,Windows 11,10L以下,intel i5,512GB SSD,集成显卡,16GB,主机+显示器,商用,,
1741622741,武极,武极 商智 英特尔酷睿12代i5 12400企业采购办公设计商用家用台式电脑主机整机DIY组装机 配置三：12400+16G+500G【JD物流】,2669.00,50000.0,否,武极电脑DIY旗舰店,5.0kg,中国大陆,xjwi5sz1999,intel i5,家用办公,固态硬盘,集成显卡,英雄联盟,,,,,,
100033503872,神舟（HASEE）,神舟新瑞X50-2022A1,2699.00,5000,是,6.88kg,中国大陆,8GB,神舟-新瑞,单主机,Windows 11,10-20L,intel i5,512GB SSD,无显示器,集成显卡,一年质保,支持IPv6,商用,
10046247777848,华橙,华橙i7,2468.00,10000.0,否,华橙电脑旗舰店,8.0kg,中国大陆,CZT072,intel i7,入门游戏,固态硬盘,GTX 1660Ti,逆战，仙剑情缘，天龙八部，仙剑七，吃鸡游戏，英雄联盟，魔兽世界，CS，GO，DOTA2，穿越火线，全面战争，求生之路2，堡垒之夜，剑网3，梦幻西游2，梦三国，合金装备5,,,,,,
69162119207,戴尔（DELL）,【二手9成新】电脑主机 DELL戴尔 双核 四核 i3 i5 i7高端办公主机 二手电脑 二手台式机 套C:i3-2100/8G/240G固态【单主机】,699.00,20000.0,否,鑫森佳业二手电脑专营店,8.0kg,其他,9成新,其他,其他,电脑主机,无显示器,4GB,,,,,,
10040206057448,航向者,航向者HZ001,2099.00,1000,否,航向者组装电脑旗舰店,1.0kg,HZ001,RTX 2060,主流游戏,固态硬盘,至强Xeon-E5,,,,,,,,
10066518555681,昂福镭仕（afresh）,昂福镭仕 11代酷睿i7八核RTX3060吃鸡LOL直播剪辑商用办公家用游戏电脑台式机主机整机组装机 单主机(有送键鼠套装礼品)  酷睿i5十代/16G/512G/1650游戏,3698.00,0.0,否,锦杰电脑办公专营店,300.00g,无显示器,昂福镭仕-天际系列,单主机,一年质保，7*24H咨询,20L-30L,intel i5,Windows10未激活版,512GB SSD,16GB,GTX 1650,支持IPv6,RGB灯效，侧透,游戏电竞
100022706787,机械师（MACHENIKE）,机械师F117-X35D4w,3699.00,2000,是,14.3kg,中国大陆,16GB,一级能效,支持IPv6,无显示器,Windows 11,30L及以上,intel,上门服务，三年质保，7*24H咨询,512GB SSD,机械师F117,集成显卡,单主机,水冷，拆机保修，RGB灯效
27785806148,联想（Lenovo）,联想（Lenovo）510S,2899.00,5000,否,联想源睿台式机授权专卖店,8.9kg,中国大陆,8GB,联想-天逸510S,支持IPv6,三年质保,10L以下,intel i3,Windows 10,240-256GB SSD,无显示器,集成显卡,单主机,拆机保修，无线上网
10062657615463,亚当贝尔,亚当贝尔 intel酷睿i7/游戏独显/16G/256G 商务办公设计电竞游戏吃鸡DIY组装台式电脑 单主机+32英寸显示器 配置一：酷睿i7/4G独显/256G固态,2299.00,4.0,否,亚当贝尔电脑旗舰店,10.0kg,8GB,亚当贝尔-幻影,支持IPv6,Windows 7,10-20L,intel i7,240-256GB SSD,HD7670,主机+显示器,27英寸及以上,游戏电竞,,
